,STATION_NO,COMMUNITY_NAME,STATION_NAME,LAT_STATION,LON_STATION,ROUTE,geometry
0,E07,Expo Station,Expo Station,24.9633681281314,55.1462011570333,Expo,POINT (55.1462011570333 24.9633681281314)
1,G11,AL QUSAIS THIRD,Etisalat,25.2548051022099,55.40100711209,Green,POINT (55.40100711209 25.2548051022099)
2,G12,AL QUSAIS SECOND,Al Qusais,25.2626590142929,55.3874763359065,Green,POINT (55.3874763359065 25.2626590142929)
3,G13,AL QUSAIS FIRST,Dubai Airport Free Zone,25.2699287218477,55.3750092539013,Green,POINT (55.3750092539013 25.2699287218477)
4,G14,AL QUSAIS FIRST,Al Nahda,25.2732735196383,55.3693408984036,Green,POINT (55.3693408984036 25.2732735196383)
5,G15,AL QUSAIS FIRST,Stadium,25.277802143602,55.3615799355075,Green,POINT (55.3615799355075 25.277802143602)
6,G16,AL TWAR FIRST,Al Qiyadah,25.2776673588803,55.3527646281248,Green,POINT (55.3527646281248 25.2776673588803)
7,G17,AL KHABAISI,Abu Hail,25.2752415852442,55.3462675881381,Green,POINT (55.3462675881381 25.2752415852442)
8,G18,AL KHABAISI,Abu Baker Al Siddique,25.270903837356,55.332983016961,Green,POINT (55.332983016961 25.270903837356)
9,G19,AL KHABAISI,Salah Al Din,25.2703452035284,55.3206686042492,Green,POINT (55.3206686042492 25.2703452035284)
10,G20,AL RIGGA,Union,25.2663356204958,55.3139027888538,Green,POINT (55.3139027888538 25.2663356204958)
11,G21,AL RIGGA,Baniyas Square,25.2694158776917,55.307602065776,Green,POINT (55.307602065776 25.2694158776917)
12,G22,,Gold Souq,25.276195589844,55.3017779183856,Green,POINT (55.3017779183856 25.276195589844)
13,G23,AL RAS,Al Ras,25.2688622375564,55.2937277078745,Green,POINT (55.2937277078745 25.2688622375564)
14,G24,AL SOUQ AL KABEER,Al Ghubaiba,25.2650853837246,55.2889535222212,Green,POINT (55.2889535222212 25.2650853837246)
15,G25,MANKHOOL,Al Fahidi,25.2583014052076,55.2975589941484,Green,POINT (55.2975589941484 25.2583014052076)
16,G26,AL KARAMA,BurJuman,25.2548557351733,55.3042525286521,Green,POINT (55.3042525286521 25.2548557351733)
17,G27,OUD METHA,Oud Metha,25.2436671638229,55.3159566453886,Green,POINT (55.3159566453886 25.2436671638229)
18,G28,UMM HURAIR SECOND,Dubai Health Care,25.2309030025053,55.3228668688791,Green,POINT (55.3228668688791 25.2309030025053)
19,G29,AL JADAF,Al Jadaf,25.2249775722996,55.3336743465696,Green,POINT (55.3336743465696 25.2249775722996)
20,G30,AL JADAF,Creek,25.2189489282659,55.3389528013223,Green,POINT (55.3389528013223 25.2189489282659)
21,R11,AL RASHIDIYA,Rashidiya,25.2302229156378,55.3911980581609,Red,POINT (55.3911980581609 25.2302229156378)
22,R12,AL GARHOUD,Emirates,25.2410593743391,55.3657269700301,Red,POINT (55.3657269700301 25.2410593743391)
23,R13,DUBAI INT'L AIRPORT,Airport Terminal 3,25.2450126641517,55.3595259814417,Red,POINT (55.3595259814417 25.2450126641517)
24,R14,DUBAI INT'L AIRPORT,Airport Terminal 1,25.2484279923512,55.3524744810233,Red,POINT (55.3524744810233 25.2484279923512)
25,R15,AL GARHOUD,GGICO,25.2494971229491,55.3400337670553,Red,POINT (55.3400337670553 25.2494971229491)
26,R16,PORT SAEED,Deira City Centre,25.2543036508254,55.3300770562596,Red,POINT (55.3300770562596 25.2543036508254)
27,R17,AL MURAQQABAT,Al Rigga,25.2632611406868,55.3241228689007,Red,POINT (55.3241228689007 25.2632611406868)
28,R18,AL RIGGA,Union,25.2663356204958,55.3139027888538,Red,POINT (55.3139027888538 25.2663356204958)
29,R19,AL KARAMA,BurJuman,25.2548557351733,55.3042525286521,Red,POINT (55.3042525286521 25.2548557351733)
30,R20,AL KARAMA,Abu Dhabi Commercial Bank,25.244493559729,55.2981959865435,Red,POINT (55.2981959865435 25.244493559729)
31,R21,AL KIFAF,Al Jafiliya,25.2334968432833,55.2921315806077,Red,POINT (55.2921315806077 25.2334968432833)
32,R22,TRADE CENTER SECOND,World Trade Centre,25.2248288751576,55.2850609836391,Red,POINT (55.2850609836391 25.2248288751576)
33,R23,TRADE CENTER SECOND,Emirates Towers,25.2172144667154,55.2798209721383,Red,POINT (55.2798209721383 25.2172144667154)
34,R24,TRADE CENTER SECOND,Financial Centre,25.2110301680928,55.2755866549779,Red,POINT (55.2755866549779 25.2110301680928)
35,R25,,Burj Khalifa / Dubai Mall,25.2014008833475,55.2695181659011,Red,POINT (55.2695181659011 25.2014008833475)
36,R26,,Business Bay,25.1912745797504,55.2604185581496,Red,POINT (55.2604185581496 25.1912745797504)
37,R29,AL QUOZ IND. FIRST,Noor Bank,25.155727126446,55.2285087216715,Red,POINT (55.2285087216715 25.155727126446)
38,R31,AL QUOZ IND. THIRD,FGB,25.126721479885,55.2078980008681,Red,POINT (55.2078980008681 25.126721479885)
39,R32,AL QUOZ IND. THIRD,Mall of the Emirates,25.1212312705607,55.2004431935454,Red,POINT (55.2004431935454 25.1212312705607)
40,R33,AL BARSHA FIRST,Mashreq,25.1148094971836,55.1909310963335,Red,POINT (55.1909310963335 25.1148094971836)
41,R34,EMIRATES HILL SECOND,Dubai Internet City,25.1020954963727,55.1737814679061,Red,POINT (55.1737814679061 25.1020954963727)
42,R35,EMIRATES HILL SECOND,Nakheel,25.0889168895102,55.1580262856936,Red,POINT (55.1580262856936 25.0889168895102)
43,R36,EMIRATES HILL FIRST,DAMAC,25.0799290793588,55.1475227139943,Red,POINT (55.1475227139943 25.0799290793588)
44,R37,EMIRATES HILL FIRST,DMCC,25.0708243451254,55.1386726700319,Red,POINT (55.1386726700319 25.0708243451254)
45,R38,,Jabal Ali,25.0578530685375,55.1271734502593,Red,POINT (55.1271734502593 25.0578530685375)
46,R39,,Ibn Battuta,25.0467258556195,55.1175279089437,Red,POINT (55.1175279089437 25.0467258556195)
47,R40,,Energy,25.0262906333183,55.1012474381103,Red,POINT (55.1012474381103 25.0262906333183)
48,R41,JEBEL ALI IND.,Danube,25.0012910551669,55.0956978985296,Red,POINT (55.0956978985296 25.0012910551669)
49,R42,,UAE Exchange,24.9775243243821,55.0910408906582,Red,POINT (55.0910408906582 24.9775243243821)
50,R70,,Station R70,25.0434380845794,55.1350507954733,Red,POINT (55.1350507954733 25.0434380845794)
51,R71,,Stations R71,25.0352240803185,55.1453181683779,Red,POINT (55.1453181683779 25.0352240803185)
52,R72,,Stations R72,25.0304517839174,55.1521941561783,Red,POINT (55.1521941561783 25.0304517839174)
53,R73,,Station R73,25.0177968142054,55.1633514038594,Red,POINT (55.1633514038594 25.0177968142054)
54,R74,,Station R74,25.0057961665976,55.1558410655273,Red,POINT (55.1558410655273 25.0057961665976)
55,R75,,Station R75,24.9840139598227,55.1491355013711,Red,POINT (55.1491355013711 24.9840139598227)
0,2612,NAKHLAT JABAL ALI,7 Up Staff Accommodation 1,25.0,55.0,84,POINT (55 25)
2,3228,NAKHLAT JABAL ALI,7 Up Staff Accommodation 2,25.0,55.0,84,POINT (55 25)
6,3445,NAKHLAT JABAL ALI,8 Boulevard Walk Tower 1,25.0,55.0,26,POINT (55 25)
8,2717,NAKHLAT JABAL ALI,9th Street,25.0,55.0,F70,POINT (55 25)
9,2505,NAKHLAT JABAL ALI,Abdallah Mleih Masjid,25.0,55.0,8,POINT (55 25)
13,2546,NAKHLAT JABAL ALI,Abdulla Omran Taryam Street 1,25.0,55.0,83,POINT (55 25)
16,4377,NAKHLAT JABAL ALI,Abdulla Omran Taryam Street 2,25.0,55.0,83,POINT (55 25)
17,4198,NAKHLAT JABAL ALI,Abu Baker Al Siddique Metro Station 1,25.0,55.0,13,POINT (55 25)
21,4204,NAKHLAT JABAL ALI,Abu Baker Al Siddique Metro Station 2,25.0,55.0,13,POINT (55 25)
25,1686,NAKHLAT JABAL ALI,Abu Baker Al Siddique Road 1,25.0,55.0,23,POINT (55 25)
28,1726,NAKHLAT JABAL ALI,Abu Baker Al Siddique Road 2,25.0,55.0,23,POINT (55 25)
33,1723,NAKHLAT JABAL ALI,Abu Hail 1,25.0,55.0,C03,POINT (55 25)
35,1689,NAKHLAT JABAL ALI,Abu Hail 2,25.0,55.0,C03,POINT (55 25)
37,1516,NAKHLAT JABAL ALI,Abu Hail Center 1,25.0,55.0,13B,POINT (55 25)
39,1495,NAKHLAT JABAL ALI,Abu Hail Center 2,25.0,55.0,13B,POINT (55 25)
43,4235,NAKHLAT JABAL ALI,Abu Hail Metro Station 1,25.0,55.0,43,POINT (55 25)
44,2200,NAKHLAT JABAL ALI,Abu Hail Metro Station 2,25.0,55.0,5,POINT (55 25)
45,4237,NAKHLAT JABAL ALI,Abu Hail Metro Station 3,25.0,55.0,C03,POINT (55 25)
46,4276,NAKHLAT JABAL ALI,Abu Hail Metro Station 6,25.0,55.0,E307A,POINT (55 25)
47,4200,NAKHLAT JABAL ALI,Abu Hail Metro Station B1,25.0,55.0,43,POINT (55 25)
49,2412,NAKHLAT JABAL ALI,Abu Hail Road 1,25.0,55.0,5,POINT (55 25)
52,2583,NAKHLAT JABAL ALI,Abu Hail Road 2,25.0,55.0,C10,POINT (55 25)
53,2429,NAKHLAT JABAL ALI,"Abu Hail, Bin Eid Al Shabi Restaurant 1",25.0,55.0,17,POINT (55 25)
55,4210,NAKHLAT JABAL ALI,"Abu Hail, Bin Eid Al Shabi Restaurant 2",25.0,55.0,17,POINT (55 25)
57,1512,NAKHLAT JABAL ALI,"Abu Hail, Clinic 1",25.0,55.0,13B,POINT (55 25)
64,1499,NAKHLAT JABAL ALI,"Abu Hail, Clinic 2",25.0,55.0,13B,POINT (55 25)
73,2692,NAKHLAT JABAL ALI,"Abu Hail, EPPCO",25.0,55.0,5,POINT (55 25)
75,1563,NAKHLAT JABAL ALI,"Abu Hail, Masjid 1",25.0,55.0,13D,POINT (55 25)
78,4183,NAKHLAT JABAL ALI,"Abu Hail, Masjid 2",25.0,55.0,13D,POINT (55 25)
81,1722,NAKHLAT JABAL ALI,"Abu Hail, Masjid Al Salam 1",25.0,55.0,C03,POINT (55 25)
83,1690,NAKHLAT JABAL ALI,"Abu Hail, Masjid Al Salam 2",25.0,55.0,C03,POINT (55 25)
85,1724,NAKHLAT JABAL ALI,"Abu Hail, Masjid Ashram 1",25.0,55.0,C03,POINT (55 25)
87,1688,NAKHLAT JABAL ALI,"Abu Hail, Masjid Ashram 2",25.0,55.0,C03,POINT (55 25)
89,2436,NAKHLAT JABAL ALI,"Abu Hail, Post Office 1",25.0,55.0,C03,POINT (55 25)
91,2428,NAKHLAT JABAL ALI,"Abu Hail, Post Office 2",25.0,55.0,C03,POINT (55 25)
93,2413,NAKHLAT JABAL ALI,"Abu Hail, Roundabout 1",25.0,55.0,17,POINT (55 25)
96,2434,NAKHLAT JABAL ALI,"Abu Hail, Roundabout 2",25.0,55.0,17,POINT (55 25)
99,2532,NAKHLAT JABAL ALI,Abu Manara Masjid,25.0,55.0,8,POINT (55 25)
103,2996,NAKHLAT JABAL ALI,"Academic City, Interchange 2",25.0,55.0,30,POINT (55 25)
106,3935,NAKHLAT JABAL ALI,ADCB Metro Bus Stop Landside,25.0,55.0,21,POINT (55 25)
113,3455,NAKHLAT JABAL ALI,ADCB Metro Station Seaside,25.0,55.0,21,POINT (55 25)
120,2870,NAKHLAT JABAL ALI,Aden Street 1,25.0,55.0,55,POINT (55 25)
124,2914,NAKHLAT JABAL ALI,Aden Street 2 2,25.0,55.0,63E,POINT (55 25)
126,3135,NAKHLAT JABAL ALI,Advanced Care Oncology Center,25.0,55.0,F45,POINT (55 25)
127,4742,NAKHLAT JABAL ALI,Ahli House 1,25.0,55.0,F21,POINT (55 25)
128,2961,NAKHLAT JABAL ALI,"Ahmadya Cont., Labour Camp 1",25.0,55.0,96,POINT (55 25)
130,2935,NAKHLAT JABAL ALI,"Ahmadya Cont., Labour Camp 2",25.0,55.0,84,POINT (55 25)
135,4176,NAKHLAT JABAL ALI,"Airport Terminal 1, Arrival",25.0,55.0,11A,POINT (55 25)
143,3045,NAKHLAT JABAL ALI,"Airport Terminal 1, External",25.0,55.0,32C,POINT (55 25)
146,2122,NAKHLAT JABAL ALI,"Airport Terminal 1, External Parking",25.0,55.0,11A,POINT (55 25)
150,1491,NAKHLAT JABAL ALI,"Airport Terminal 2, Arrival",25.0,55.0,13B,POINT (55 25)
156,4826,NAKHLAT JABAL ALI,"Airport Terminal 2, Departure",25.0,55.0,13B,POINT (55 25)
162,2123,NAKHLAT JABAL ALI,Airport Terminal 3,25.0,55.0,77,POINT (55 25)
168,4453,NAKHLAT JABAL ALI,Ajman,25.0,55.0,E400,POINT (55 25)
170,4677,NAKHLAT JABAL ALI,"Ajman, Al Manama Mall 1",25.0,55.0,E400,POINT (55 25)
171,4680,NAKHLAT JABAL ALI,"Ajman, Al Manama Mall 2",25.0,55.0,E400,POINT (55 25)
172,2118,NAKHLAT JABAL ALI,"Ajman, Crown Palace Hotel 1",25.0,55.0,E400,POINT (55 25)
174,2162,NAKHLAT JABAL ALI,"Ajman, Crown Palace Hotel 2",25.0,55.0,E400,POINT (55 25)
176,4458,NAKHLAT JABAL ALI,"Ajman, Giant Supermarket 1",25.0,55.0,E400,POINT (55 25)
177,2857,NAKHLAT JABAL ALI,"Ajman, Giant Supermarket 2",25.0,55.0,E400,POINT (55 25)
178,2856,NAKHLAT JABAL ALI,"Ajman, Grand Mart 1",25.0,55.0,E400,POINT (55 25)
179,2859,NAKHLAT JABAL ALI,"Ajman, Grand Mart 2",25.0,55.0,E400,POINT (55 25)
180,2131,NAKHLAT JABAL ALI,"Ajman, LuLu Hypermarket A 1",25.0,55.0,E411,POINT (55 25)
181,2136,NAKHLAT JABAL ALI,"Ajman, LuLu Hypermarket A 2",25.0,55.0,E411,POINT (55 25)
182,2124,NAKHLAT JABAL ALI,"Ajman, Rashidiya 1",25.0,55.0,E411,POINT (55 25)
183,2160,NAKHLAT JABAL ALI,"Ajman, Rashidiya 2",25.0,55.0,E411,POINT (55 25)
184,2855,NAKHLAT JABAL ALI,"Ajman, Safeer Mall 1",25.0,55.0,E400,POINT (55 25)
185,2860,NAKHLAT JABAL ALI,"Ajman, Safeer Mall 2",25.0,55.0,E400,POINT (55 25)
186,2091,NAKHLAT JABAL ALI,"Ajman, Thumbay Hospital 1",25.0,55.0,E400,POINT (55 25)
188,2183,NAKHLAT JABAL ALI,"Ajman, Thumbay Hospital 2",25.0,55.0,E400,POINT (55 25)
190,4457,NAKHLAT JABAL ALI,"Ajman, Union National Bank 1",25.0,55.0,E400,POINT (55 25)
191,2858,NAKHLAT JABAL ALI,"Ajman, Union National Bank 2",25.0,55.0,E400,POINT (55 25)
192,2972,NAKHLAT JABAL ALI,"Al Ain Road, Ahazij Underpass 1",25.0,55.0,66,POINT (55 25)
194,2992,NAKHLAT JABAL ALI,"Al Ain Road, Ahazij Underpass 2",25.0,55.0,66,POINT (55 25)
196,3217,NAKHLAT JABAL ALI,Al Arouba Street 1,25.0,55.0,81,POINT (55 25)
199,3215,NAKHLAT JABAL ALI,Al Arouba Street 2,25.0,55.0,81,POINT (55 25)
202,1965,NAKHLAT JABAL ALI,Al Awir Immigration Office,25.0,55.0,11A,POINT (55 25)
204,3439,NAKHLAT JABAL ALI,"Al Bada'a, Street 6B",25.0,55.0,F09,POINT (55 25)
205,3440,NAKHLAT JABAL ALI,"Al Bada'a, Waleed Villas 2 (Street 6B)",25.0,55.0,F09,POINT (55 25)
206,3743,NAKHLAT JABAL ALI,"Al Badia residence 1&8,A2 1",25.0,55.0,53,POINT (55 25)
208,3748,NAKHLAT JABAL ALI,"Al Badia residence 1&8,A2 2",25.0,55.0,53,POINT (55 25)
210,3392,NAKHLAT JABAL ALI,"Al Badia, Deira International School 1",25.0,55.0,53,POINT (55 25)
212,3367,NAKHLAT JABAL ALI,"Al Badia, Deira International School 2",25.0,55.0,53,POINT (55 25)
214,3393,NAKHLAT JABAL ALI,"Al Badia, Entrance 1",25.0,55.0,53,POINT (55 25)
216,3366,NAKHLAT JABAL ALI,"Al Badia, Entrance 2",25.0,55.0,53,POINT (55 25)
218,2078,NAKHLAT JABAL ALI,"Al Badia, Hillside Village A1",25.0,55.0,53,POINT (55 25)
220,2073,NAKHLAT JABAL ALI,"Al Badia, Hillside Village A2",25.0,55.0,53,POINT (55 25)
222,3391,NAKHLAT JABAL ALI,"Al Badia, Residences 1",25.0,55.0,53,POINT (55 25)
224,3368,NAKHLAT JABAL ALI,"Al Badia, Residences 2",25.0,55.0,53,POINT (55 25)
226,2151,NAKHLAT JABAL ALI,Al Bakhit Center 1,25.0,55.0,10,POINT (55 25)
232,2164,NAKHLAT JABAL ALI,Al Bakhit Center 2,25.0,55.0,10,POINT (55 25)
236,2632,NAKHLAT JABAL ALI,Al Baraha Bus Station 1,25.0,55.0,8,POINT (55 25)
237,3200,NAKHLAT JABAL ALI,Al Baraha Bus Station 2,25.0,55.0,C28,POINT (55 25)
238,2968,NAKHLAT JABAL ALI,Al Baraha Bus Station 3,25.0,55.0,X64,POINT (55 25)
239,3188,NAKHLAT JABAL ALI,Al Baraha Bus Station 4,25.0,55.0,95,POINT (55 25)
240,2427,NAKHLAT JABAL ALI,Al Baraha Masjid 1,25.0,55.0,C15,POINT (55 25)
241,3812,NAKHLAT JABAL ALI,Al Baraha Masjid 2,25.0,55.0,C15,POINT (55 25)
243,3334,NAKHLAT JABAL ALI,"Al Barsha (3), Bin Lahej Masjid 1, (Stre",25.0,55.0,F33,POINT (55 25)
244,3331,NAKHLAT JABAL ALI,"Al Barsha (3), Emirates ID Centre 1",25.0,55.0,F33,POINT (55 25)
245,3337,NAKHLAT JABAL ALI,"Al Barsha (3), Emirates ID Centre 2",25.0,55.0,F33,POINT (55 25)
246,3329,NAKHLAT JABAL ALI,"Al Barsha (3), Street 20 A 1",25.0,55.0,F33,POINT (55 25)
247,3330,NAKHLAT JABAL ALI,"Al Barsha (3), Street 20 B 1",25.0,55.0,F33,POINT (55 25)
248,3385,NAKHLAT JABAL ALI,"Al Barsha (3), Street 25C A1",25.0,55.0,F33,POINT (55 25)
249,5099,NAKHLAT JABAL ALI,"Al Barsha (3), Street 25C A2",25.0,55.0,F33,POINT (55 25)
250,3386,NAKHLAT JABAL ALI,"Al Barsha (3), Street 25C B1",25.0,55.0,F33,POINT (55 25)
251,3332,NAKHLAT JABAL ALI,"Al Barsha (3), Street 31B A 1",25.0,55.0,F33,POINT (55 25)
252,3333,NAKHLAT JABAL ALI,"Al Barsha (3), Street 31B B 1",25.0,55.0,F33,POINT (55 25)
253,3328,NAKHLAT JABAL ALI,"Al Barsha (3), Street 329 A 1",25.0,55.0,F33,POINT (55 25)
254,3340,NAKHLAT JABAL ALI,"Al Barsha (3), Street 329 B 1",25.0,55.0,F33,POINT (55 25)
255,4448,NAKHLAT JABAL ALI,"Al Barsha (3), Street 329 B 2",25.0,55.0,F33,POINT (55 25)
256,3388,NAKHLAT JABAL ALI,"Al Barsha (3), Street 42B",25.0,55.0,F33,POINT (55 25)
257,3387,NAKHLAT JABAL ALI,"Al Barsha (3), Street 62",25.0,55.0,F33,POINT (55 25)
258,3327,NAKHLAT JABAL ALI,Al Barsha 1 B,25.0,55.0,F33,POINT (55 25)
260,3389,NAKHLAT JABAL ALI,"Al Barsha 2, Street 43 A1",25.0,55.0,F33,POINT (55 25)
261,3348,NAKHLAT JABAL ALI,"Al Barsha 2, Street 43, Park 3",25.0,55.0,F33,POINT (55 25)
262,3112,NAKHLAT JABAL ALI,Al Barsha A 1,25.0,55.0,84,POINT (55 25)
269,3373,NAKHLAT JABAL ALI,Al Barsha A 2,25.0,55.0,84,POINT (55 25)
274,2084,NAKHLAT JABAL ALI,Al Barsha D 1,25.0,55.0,84,POINT (55 25)
276,3123,NAKHLAT JABAL ALI,Al Barsha D 2,25.0,55.0,84,POINT (55 25)
278,2085,NAKHLAT JABAL ALI,Al Barsha E 1,25.0,55.0,84,POINT (55 25)
280,1752,NAKHLAT JABAL ALI,Al Barsha E 2,25.0,55.0,84,POINT (55 25)
282,3925,NAKHLAT JABAL ALI,"Al Barsha Heights, Mashael Building 1",25.0,55.0,84,POINT (55 25)
286,3920,NAKHLAT JABAL ALI,"Al Barsha Heights, Mashael Building 2",25.0,55.0,84,POINT (55 25)
289,3924,NAKHLAT JABAL ALI,"Al Barsha Heights, Mazoon Hotel & Apartm",25.0,55.0,84,POINT (55 25)
292,4739,NAKHLAT JABAL ALI,"Al Barsha Heights, Mazoon Hotel & Apartm",25.0,55.0,84,POINT (55 25)
293,3929,NAKHLAT JABAL ALI,"Al Barsha Heights, Minc Apartments 1",25.0,55.0,F31,POINT (55 25)
295,3921,NAKHLAT JABAL ALI,"Al Barsha Heights, Minc Apartments 2",25.0,55.0,F31,POINT (55 25)
296,3922,NAKHLAT JABAL ALI,"Al Barsha Heights, Ramee Guestline Hotel",25.0,55.0,84,POINT (55 25)
298,3928,NAKHLAT JABAL ALI,"Al Barsha Heights, Ramee Guestline Hotel",25.0,55.0,84,POINT (55 25)
301,3923,NAKHLAT JABAL ALI,"Al Barsha Heights, Saleh Bin Lahej Build",25.0,55.0,84,POINT (55 25)
303,3927,NAKHLAT JABAL ALI,"Al Barsha Heights, Saleh Bin Lahej Build",25.0,55.0,84,POINT (55 25)
306,4447,NAKHLAT JABAL ALI,"Al Barsha Mall 1, Street 24",25.0,55.0,F33,POINT (55 25)
307,1584,NAKHLAT JABAL ALI,"Al Barsha Mall 2, Street 24",25.0,55.0,F33,POINT (55 25)
308,1849,NAKHLAT JABAL ALI,"Al Barsha South 1, Aswaaq Mall 1",25.0,55.0,F36,POINT (55 25)
309,1869,NAKHLAT JABAL ALI,"Al Barsha South 1, Aswaaq Mall 2",25.0,55.0,F36,POINT (55 25)
310,1850,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
311,1852,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
312,1870,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
313,1904,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
314,1906,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
315,1907,NAKHLAT JABAL ALI,"Al Barsha South 1, Mohammed Bin Rashid H",25.0,55.0,F36,POINT (55 25)
316,1903,NAKHLAT JABAL ALI,"Al Barsha South, Street 16 1",25.0,55.0,F36,POINT (55 25)
317,1944,NAKHLAT JABAL ALI,"Al Barsha South, Street 16 2",25.0,55.0,F36,POINT (55 25)
318,4694,NAKHLAT JABAL ALI,"Al Barsha, Al Waseer Compound Villas",25.0,55.0,84,POINT (55 25)
321,3119,NAKHLAT JABAL ALI,"Al Barsha, Dubai National School 1",25.0,55.0,84,POINT (55 25)
323,3124,NAKHLAT JABAL ALI,"Al Barsha, Dubai National School 2",25.0,55.0,84,POINT (55 25)
325,3116,NAKHLAT JABAL ALI,"Al Barsha, Habtoor House 1",25.0,55.0,F33,POINT (55 25)
327,3111,NAKHLAT JABAL ALI,"Al Barsha, Lulu Supermarket 2",25.0,55.0,84,POINT (55 25)
332,3390,NAKHLAT JABAL ALI,"Al Barsha, Mawakeb School 1",25.0,55.0,84,POINT (55 25)
333,4696,NAKHLAT JABAL ALI,"Al Barsha, Mawakeb School 2",25.0,55.0,84,POINT (55 25)
334,2080,NAKHLAT JABAL ALI,"Al Barsha, Rashid Centre For Disabled 2",25.0,55.0,81,POINT (55 25)
339,3125,NAKHLAT JABAL ALI,"Al Barsha, Roots Saloon",25.0,55.0,F33,POINT (55 25)
341,4446,NAKHLAT JABAL ALI,"Al Barsha, Roots Saloon 2",25.0,55.0,F33,POINT (55 25)
343,3342,NAKHLAT JABAL ALI,"Al Barsha, Street 23, Dunes Hotel 1",25.0,55.0,84,POINT (55 25)
345,3363,NAKHLAT JABAL ALI,"Al Barsha, Street 23, Dunes Hotel 2",25.0,55.0,84,POINT (55 25)
346,3343,NAKHLAT JABAL ALI,"Al Barsha, Street 23, Noor Center for Tr",25.0,55.0,84,POINT (55 25)
348,3362,NAKHLAT JABAL ALI,"Al Barsha, Street 23, Noor Center for Tr",25.0,55.0,84,POINT (55 25)
349,3126,NAKHLAT JABAL ALI,"Al Barsha, Veterinary Clinic 1",25.0,55.0,F33,POINT (55 25)
351,2754,NAKHLAT JABAL ALI,Al Fahidi Marine Transport Station,25.0,55.0,CR4,POINT (55 25)
353,3578,NAKHLAT JABAL ALI,Al Furjan Apartment 1 1,25.0,55.0,F45,POINT (55 25)
354,3583,NAKHLAT JABAL ALI,Al Furjan Apartment 1 2,25.0,55.0,F45,POINT (55 25)
355,3588,NAKHLAT JABAL ALI,Al Furjan Apartment 2 1,25.0,55.0,F45,POINT (55 25)
356,3138,NAKHLAT JABAL ALI,Al Furjan Apartment 2 2,25.0,55.0,F45,POINT (55 25)
357,3629,NAKHLAT JABAL ALI,Al Furjan Entrance,25.0,55.0,F45,POINT (55 25)
358,3134,NAKHLAT JABAL ALI,Al Furjan Green Bridge 1,25.0,55.0,F45,POINT (55 25)
359,3136,NAKHLAT JABAL ALI,Al Furjan Green Bridge 2,25.0,55.0,F45,POINT (55 25)
360,3586,NAKHLAT JABAL ALI,Al Furjan KP Mart 1,25.0,55.0,F45,POINT (55 25)
361,3137,NAKHLAT JABAL ALI,Al Furjan KP Mart 2,25.0,55.0,F45,POINT (55 25)
362,3587,NAKHLAT JABAL ALI,Al Furjan Metro Station 2,25.0,55.0,F45,POINT (55 25)
363,4121,NAKHLAT JABAL ALI,Al Furjan MS 1,25.0,55.0,F43,POINT (55 25)
365,3128,NAKHLAT JABAL ALI,Al Furjan Spinneys,25.0,55.0,F45,POINT (55 25)
366,2368,NAKHLAT JABAL ALI,"Al Furjan, The Manor Hotel",25.0,55.0,F45,POINT (55 25)
367,2052,NAKHLAT JABAL ALI,"Al Garhood, Cambridge International Scho",25.0,55.0,64A,POINT (55 25)
369,5209,NAKHLAT JABAL ALI,"Al Garhoud, Al Khaleej National School",25.0,55.0,64A,POINT (55 25)
370,5210,NAKHLAT JABAL ALI,"Al Garhoud, American College of Dubai",25.0,55.0,64A,POINT (55 25)
372,2043,NAKHLAT JABAL ALI,"Al Garhoud, Grammar School",25.0,55.0,64A,POINT (55 25)
374,5208,NAKHLAT JABAL ALI,"Al Garhoud, Roads & Transport Authority",25.0,55.0,64A,POINT (55 25)
375,5211,NAKHLAT JABAL ALI,"Al Garhoud, Roads & Transport Authority",25.0,55.0,64A,POINT (55 25)
377,2040,NAKHLAT JABAL ALI,"Al Garhoud, Sheikh Zayed Housing Program",25.0,55.0,64A,POINT (55 25)
378,2053,NAKHLAT JABAL ALI,"Al Garhoud, Sheikh Zayed Housing Program",25.0,55.0,64A,POINT (55 25)
380,3087,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 1,25.0,55.0,29,POINT (55 25)
381,4773,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 14,25.0,55.0,E306,POINT (55 25)
382,2298,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 17,25.0,55.0,83,POINT (55 25)
383,1968,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 19,25.0,55.0,91,POINT (55 25)
384,2154,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 2,25.0,55.0,44,POINT (55 25)
385,4417,NAKHLAT JABAL ALI,Al Ghubaiba Bus Station 21,25.0,55.0,33,POINT (55 25)
