,STATION_NO,COMMUNITY_NAME,STATION_NAME,LAT_STATION,LON_STATION,ROUTE,geometry
1296,5093,NAKHLAT JABAL ALI,"Awir, CMC Masab Bin Umair Masjid 1",25.0,55.0,11A,POINT (55 25)
1297,5095,NAKHLAT JABAL ALI,"Awir, CMC Masab Bin Umair Masjid 2",25.0,55.0,11A,POINT (55 25)
1298,2384,NAKHLAT JABAL ALI,"Awir, CMC Road 1 1",25.0,55.0,11A,POINT (55 25)
1299,2383,NAKHLAT JABAL ALI,"Awir, CMC Road 1 2",25.0,55.0,11A,POINT (55 25)
1300,2388,NAKHLAT JABAL ALI,"Awir, CMC Road 2 1",25.0,55.0,11A,POINT (55 25)
1301,2389,NAKHLAT JABAL ALI,"Awir, CMC Road 3 1",25.0,55.0,11A,POINT (55 25)
1302,2378,NAKHLAT JABAL ALI,"Awir, CMC Road 3 2",25.0,55.0,11A,POINT (55 25)
1303,2390,NAKHLAT JABAL ALI,"Awir, CMC Road 4 1",25.0,55.0,11A,POINT (55 25)
1304,2377,NAKHLAT JABAL ALI,"Awir, CMC Road 4 2",25.0,55.0,11A,POINT (55 25)
1305,2351,NAKHLAT JABAL ALI,"Awir, CMC Rounabout 1",25.0,55.0,11A,POINT (55 25)
1307,2309,NAKHLAT JABAL ALI,"Awir, CMC Rounabout 2",25.0,55.0,11A,POINT (55 25)
1309,2354,NAKHLAT JABAL ALI,"Awir, Dubai Municipality Center 1",25.0,55.0,11A,POINT (55 25)
1311,2306,NAKHLAT JABAL ALI,"Awir, Dubai Municipality Center 2",25.0,55.0,11A,POINT (55 25)
1313,2357,NAKHLAT JABAL ALI,"Awir, Emirates NBD",25.0,55.0,11A,POINT (55 25)
1315,2350,NAKHLAT JABAL ALI,"Awir, Etisalat 1",25.0,55.0,11A,POINT (55 25)
1317,2310,NAKHLAT JABAL ALI,"Awir, Etisalat 2",25.0,55.0,11A,POINT (55 25)
1319,2355,NAKHLAT JABAL ALI,"Awir, Girls School 1",25.0,55.0,11A,POINT (55 25)
1321,2305,NAKHLAT JABAL ALI,"Awir, Girls School 2",25.0,55.0,11A,POINT (55 25)
1323,2382,NAKHLAT JABAL ALI,"Awir, Hissa Bint Hamdan Al Maktoum's Sta",25.0,55.0,11A,POINT (55 25)
1324,2385,NAKHLAT JABAL ALI,"Awir, Hissa Bint Hamdan Al Maktoum's Sta",25.0,55.0,11A,POINT (55 25)
1325,2352,NAKHLAT JABAL ALI,"Awir, Masjid 1",25.0,55.0,11A,POINT (55 25)
1327,2308,NAKHLAT JABAL ALI,"Awir, Masjid 2",25.0,55.0,11A,POINT (55 25)
1329,4467,NAKHLAT JABAL ALI,"Awir, New Shabia 1",25.0,55.0,E16,POINT (55 25)
1330,2451,NAKHLAT JABAL ALI,"Awir, New Shabia 2",25.0,55.0,E16,POINT (55 25)
1331,2386,NAKHLAT JABAL ALI,"Awir, Palace 1",25.0,55.0,11A,POINT (55 25)
1332,2381,NAKHLAT JABAL ALI,"Awir, Palace 2",25.0,55.0,11A,POINT (55 25)
1333,3275,NAKHLAT JABAL ALI,"Awir, Sewage Treatment Plant 2",25.0,55.0,20,POINT (55 25)
1335,4466,NAKHLAT JABAL ALI,"Awir, Terminus 1",25.0,55.0,E16,POINT (55 25)
1336,2302,NAKHLAT JABAL ALI,"Awir, Terminus 2",25.0,55.0,11A,POINT (55 25)
1339,3274,NAKHLAT JABAL ALI,"Awir, Vehicles Testing Center 2",25.0,55.0,20,POINT (55 25)
1340,1905,NAKHLAT JABAL ALI,"Awir, Wadi Al Shabak Camp 1",25.0,55.0,E16,POINT (55 25)
1341,1908,NAKHLAT JABAL ALI,"Awir, Wadi Al Shabak Camp 2",25.0,55.0,E16,POINT (55 25)
1342,2387,NAKHLAT JABAL ALI,"Awir, Waha School 1",25.0,55.0,11A,POINT (55 25)
1343,2380,NAKHLAT JABAL ALI,"Awir, Waha School 2",25.0,55.0,11A,POINT (55 25)
1344,1771,NAKHLAT JABAL ALI,Axis 3 Residence,25.0,55.0,X25,POINT (55 25)
1345,1758,NAKHLAT JABAL ALI,Axis 4 Residence,25.0,55.0,X25,POINT (55 25)
1346,2261,NAKHLAT JABAL ALI,Bada'A,25.0,55.0,14,POINT (55 25)
1356,2734,NAKHLAT JABAL ALI,Bahar Plastic Factory 1,25.0,55.0,21,POINT (55 25)
1357,3280,NAKHLAT JABAL ALI,Bahar Plastic Factory 2,25.0,55.0,21,POINT (55 25)
1359,1574,NAKHLAT JABAL ALI,Baniyas Marine Transport Station 1,25.0,55.0,CR3,POINT (55 25)
1362,2751,NAKHLAT JABAL ALI,Baniyas Square Metro Station,25.0,55.0,77,POINT (55 25)
1363,2695,NAKHLAT JABAL ALI,"Baraha, Eid Musallah 1",25.0,55.0,C03,POINT (55 25)
1365,4232,NAKHLAT JABAL ALI,"Baraha, Eid Musallah 2",25.0,55.0,C03,POINT (55 25)
1366,2696,NAKHLAT JABAL ALI,"Baraha, Street 1",25.0,55.0,C03,POINT (55 25)
1368,2693,NAKHLAT JABAL ALI,"Baraha, Street 2",25.0,55.0,C03,POINT (55 25)
1369,2789,NAKHLAT JABAL ALI,Bartawi Camps 1,25.0,55.0,21,POINT (55 25)
1370,2743,NAKHLAT JABAL ALI,Bartawi Camps 2,25.0,55.0,15,POINT (55 25)
1374,2714,NAKHLAT JABAL ALI,Bassma Building,25.0,55.0,F70,POINT (55 25)
1375,2720,NAKHLAT JABAL ALI,Bastakia 1,25.0,55.0,6,POINT (55 25)
1376,2713,NAKHLAT JABAL ALI,Bastakia 2,25.0,55.0,6,POINT (55 25)
1377,5158,NAKHLAT JABAL ALI,Bay Square 1,25.0,55.0,26,POINT (55 25)
1382,5169,NAKHLAT JABAL ALI,Bay Square 2,25.0,55.0,26,POINT (55 25)
1385,3666,NAKHLAT JABAL ALI,BBC World News,25.0,55.0,F56,POINT (55 25)
1387,2517,NAKHLAT JABAL ALI,Beach Center 1,25.0,55.0,8,POINT (55 25)
1391,2405,NAKHLAT JABAL ALI,Beach Center 2,25.0,55.0,8,POINT (55 25)
1395,2026,NAKHLAT JABAL ALI,Beirut Road 1,25.0,55.0,20,POINT (55 25)
1401,2205,NAKHLAT JABAL ALI,Beirut Road 2 1,25.0,55.0,32C,POINT (55 25)
1404,2211,NAKHLAT JABAL ALI,Beirut Road 2 2,25.0,55.0,32C,POINT (55 25)
1408,4274,NAKHLAT JABAL ALI,Belhasa Driving Center,25.0,55.0,44,POINT (55 25)
1410,3092,NAKHLAT JABAL ALI,Berger Paints,25.0,55.0,F26,POINT (55 25)
1411,2264,NAKHLAT JABAL ALI,Bilal Bin Ribah School,25.0,55.0,14,POINT (55 25)
1416,2341,NAKHLAT JABAL ALI,Bin Bisher Farm 1,25.0,55.0,11A,POINT (55 25)
1418,2319,NAKHLAT JABAL ALI,Bin Bisher Farm 2,25.0,55.0,11A,POINT (55 25)
1420,2195,NAKHLAT JABAL ALI,Bin Daher Motors Corporation,25.0,55.0,32C,POINT (55 25)
1421,3287,NAKHLAT JABAL ALI,Bits Pilani 1,25.0,55.0,320,POINT (55 25)
1423,3266,NAKHLAT JABAL ALI,Bits Pilani 2,25.0,55.0,320,POINT (55 25)
1425,3154,NAKHLAT JABAL ALI,BMA Limited,25.0,55.0,F54,POINT (55 25)
1426,2780,NAKHLAT JABAL ALI,Bosch Center 1,25.0,55.0,21,POINT (55 25)
1427,4195,NAKHLAT JABAL ALI,Bosch Center 2,25.0,55.0,10,POINT (55 25)
1432,2153,NAKHLAT JABAL ALI,British Council 1,25.0,55.0,10,POINT (55 25)
1436,2718,NAKHLAT JABAL ALI,British Embassy,25.0,55.0,6,POINT (55 25)
1437,2158,NAKHLAT JABAL ALI,Broadcast Interchange,25.0,55.0,14,POINT (55 25)
1449,3241,NAKHLAT JABAL ALI,Bur Dubai Abra Station,25.0,55.0,F70,POINT (55 25)
1450,3242,NAKHLAT JABAL ALI,Bur Dubai Al Nahda Street 1,25.0,55.0,F70,POINT (55 25)
1451,3243,NAKHLAT JABAL ALI,Bur Dubai Al Nahda Street 2,25.0,55.0,F70,POINT (55 25)
1452,2540,NAKHLAT JABAL ALI,Burj Al Arab Hotel 1,25.0,55.0,8,POINT (55 25)
1457,2497,NAKHLAT JABAL ALI,Burj Al Arab Hotel 2,25.0,55.0,8,POINT (55 25)
1462,3433,NAKHLAT JABAL ALI,"Burj Khalifa, The Palace Hotel",25.0,55.0,27,POINT (55 25)
1464,2724,NAKHLAT JABAL ALI,Burj Nahar Mall 1,25.0,55.0,5,POINT (55 25)
1465,2708,NAKHLAT JABAL ALI,Burj Nahar Mall 2,25.0,55.0,5,POINT (55 25)
1466,1448,NAKHLAT JABAL ALI,"Burj Nahar, Intersection 1",25.0,55.0,10,POINT (55 25)
1483,2018,NAKHLAT JABAL ALI,"Burj Nahar, Intersection 2",25.0,55.0,10,POINT (55 25)
1499,4914,NAKHLAT JABAL ALI,Burj View central Tower 1,25.0,55.0,F14,POINT (55 25)
1501,4922,NAKHLAT JABAL ALI,Burj View central Tower 2,25.0,55.0,F19B,POINT (55 25)
1503,2297,NAKHLAT JABAL ALI,BurJuman Metro Station B1,25.0,55.0,21,POINT (55 25)
1512,2766,NAKHLAT JABAL ALI,BurJuman Metro Station B2,25.0,55.0,21,POINT (55 25)
1520,2157,NAKHLAT JABAL ALI,BurJuman Metro Station C1,25.0,55.0,61D,POINT (55 25)
1528,1558,NAKHLAT JABAL ALI,BurJuman Metro Station C2,25.0,55.0,61D,POINT (55 25)
1537,3435,NAKHLAT JABAL ALI,BurJuman Metro Station D1,25.0,55.0,C10,POINT (55 25)
1539,2682,NAKHLAT JABAL ALI,Business Bay 2 Bus Station 1,25.0,55.0,F14,POINT (55 25)
1540,3072,NAKHLAT JABAL ALI,Business Bay 2 Bus Station 2,25.0,55.0,F19A,POINT (55 25)
1542,3044,NAKHLAT JABAL ALI,Business Bay 2 Bus Station 4,25.0,55.0,26,POINT (55 25)
1543,4460,NAKHLAT JABAL ALI,Business Bay Metro Station Landside,25.0,55.0,7,POINT (55 25)
1550,3416,NAKHLAT JABAL ALI,Business Bay Metro Station Seaside,25.0,55.0,7,POINT (55 25)
1554,4885,NAKHLAT JABAL ALI,Bustan Macaroni & Noodles Co 1,25.0,55.0,F47,POINT (55 25)
1555,4890,NAKHLAT JABAL ALI,Bustan Macaroni & Noodles Co 2,25.0,55.0,F47,POINT (55 25)
1556,2212,NAKHLAT JABAL ALI,Bustan Rotana Hotel 1,25.0,55.0,32C,POINT (55 25)
1558,2204,NAKHLAT JABAL ALI,Bustan Rotana Hotel 2,25.0,55.0,32C,POINT (55 25)
1559,3084,NAKHLAT JABAL ALI,"Caltex, Reservoir 1",25.0,55.0,C09,POINT (55 25)
1560,3080,NAKHLAT JABAL ALI,"Caltex, Reservoir 2",25.0,55.0,C09,POINT (55 25)
1565,5168,NAKHLAT JABAL ALI,Canal Views Hotel Apartments 1,25.0,55.0,26,POINT (55 25)
1569,5170,NAKHLAT JABAL ALI,Canal Views Hotel Apartments 2,25.0,55.0,26,POINT (55 25)
1572,1834,NAKHLAT JABAL ALI,Capital Golden Tower,25.0,55.0,F19A,POINT (55 25)
1574,2257,NAKHLAT JABAL ALI,Capital Hotel 1,25.0,55.0,12,POINT (55 25)
1579,2251,NAKHLAT JABAL ALI,Capital Hotel 2,25.0,55.0,12,POINT (55 25)
1584,1539,NAKHLAT JABAL ALI,Cargo Village,25.0,55.0,11A,POINT (55 25)
1592,3913,NAKHLAT JABAL ALI,Cargo Village Gate,25.0,55.0,33,POINT (55 25)
1594,1541,NAKHLAT JABAL ALI,Central Post Office 1,25.0,55.0,14,POINT (55 25)
1602,1556,NAKHLAT JABAL ALI,Central Post Office 2,25.0,55.0,28,POINT (55 25)
1608,2296,NAKHLAT JABAL ALI,Centre Point Shopping Centre 1,25.0,55.0,21,POINT (55 25)
1616,2585,NAKHLAT JABAL ALI,Centre Point Shopping Centre 2,25.0,55.0,21,POINT (55 25)
1620,2516,NAKHLAT JABAL ALI,Century Plaza 1,25.0,55.0,8,POINT (55 25)
1624,2406,NAKHLAT JABAL ALI,Century Plaza 2,25.0,55.0,8,POINT (55 25)
1629,1540,NAKHLAT JABAL ALI,City Centre MS A 1,25.0,55.0,22,POINT (55 25)
1636,4181,NAKHLAT JABAL ALI,City Centre MS A 2,25.0,55.0,22,POINT (55 25)
1646,3212,NAKHLAT JABAL ALI,City Centre MS A 3,25.0,55.0,53,POINT (55 25)
1647,3403,NAKHLAT JABAL ALI,City Centre MS A 4,25.0,55.0,77,POINT (55 25)
1648,2472,NAKHLAT JABAL ALI,City Walk 2,25.0,55.0,14,POINT (55 25)
1649,3222,NAKHLAT JABAL ALI,Classic Crystal 1,25.0,55.0,84,POINT (55 25)
1655,3223,NAKHLAT JABAL ALI,Classic Crystal 2,25.0,55.0,84,POINT (55 25)
1659,5165,NAKHLAT JABAL ALI,Clayton Residency 1,25.0,55.0,26,POINT (55 25)
1663,5175,NAKHLAT JABAL ALI,Clayton Residency 2,25.0,55.0,F41,POINT (55 25)
1681,1453,NAKHLAT JABAL ALI,Clock Tower Roundabout 1,25.0,55.0,11A,POINT (55 25)
1689,2127,NAKHLAT JABAL ALI,Clock Tower Roundabout 2,25.0,55.0,11A,POINT (55 25)
1696,5134,NAKHLAT JABAL ALI,Clover Bay Tower 1,25.0,55.0,50,POINT (55 25)
1699,5137,NAKHLAT JABAL ALI,Clover Bay Tower 2,25.0,55.0,50,POINT (55 25)
1702,2637,NAKHLAT JABAL ALI,Consulate Area,25.0,55.0,C05,POINT (55 25)
1709,5167,NAKHLAT JABAL ALI,Coral Tower 1,25.0,55.0,26,POINT (55 25)
1713,5171,NAKHLAT JABAL ALI,Coral Tower 2,25.0,55.0,26,POINT (55 25)
1718,4924,NAKHLAT JABAL ALI,Creek Metro Station,25.0,55.0,C04,POINT (55 25)
1719,2835,NAKHLAT JABAL ALI,Creek Park Main Gate,25.0,55.0,6,POINT (55 25)
1720,1465,NAKHLAT JABAL ALI,Cricket Stadium 1,25.0,55.0,C04,POINT (55 25)
1721,2764,NAKHLAT JABAL ALI,Cricket Stadium 2,25.0,55.0,C04,POINT (55 25)
1722,4206,NAKHLAT JABAL ALI,Crowne Plaza Hotel Deira 2,25.0,55.0,10,POINT (55 25)
1727,3155,NAKHLAT JABAL ALI,Customs Checking Area 1,25.0,55.0,F54,POINT (55 25)
1728,3162,NAKHLAT JABAL ALI,Customs Checking Area 2,25.0,55.0,F54,POINT (55 25)
1730,2060,NAKHLAT JABAL ALI,DAFZA,25.0,55.0,13B,POINT (55 25)
1734,3156,NAKHLAT JABAL ALI,DAFZA Warehouse,25.0,55.0,62,POINT (55 25)
1735,3336,NAKHLAT JABAL ALI,"Damac Hills, Brookfield",25.0,55.0,J03,POINT (55 25)
1736,2911,NAKHLAT JABAL ALI,"Damac Hills, Carrefour",25.0,55.0,J03,POINT (55 25)
1738,3032,NAKHLAT JABAL ALI,"Damac Hills, Golf Promenade 5A",25.0,55.0,J03,POINT (55 25)
1740,2912,NAKHLAT JABAL ALI,"Damac Hills, Golf Vista A",25.0,55.0,J03,POINT (55 25)
1742,2895,NAKHLAT JABAL ALI,"Damac Hills, Jebel Ali School",25.0,55.0,J03,POINT (55 25)
1743,2892,NAKHLAT JABAL ALI,"Damac Hills, Richmond Villas",25.0,55.0,J03,POINT (55 25)
1744,3335,NAKHLAT JABAL ALI,"Damac Hills, Rochester",25.0,55.0,J03,POINT (55 25)
1745,3074,NAKHLAT JABAL ALI,"Damac Hills, The Field",25.0,55.0,J03,POINT (55 25)
1746,3033,NAKHLAT JABAL ALI,"Damac Hills, Trinity",25.0,55.0,J03,POINT (55 25)
1747,2918,NAKHLAT JABAL ALI,"Damac Hills, Whitefield",25.0,55.0,J03,POINT (55 25)
1748,2659,NAKHLAT JABAL ALI,Damac Park Tower 1,25.0,55.0,27,POINT (55 25)
1751,2937,NAKHLAT JABAL ALI,Damac Park Tower 2,25.0,55.0,X22,POINT (55 25)
1752,2067,NAKHLAT JABAL ALI,Damascus Road 1 1,25.0,55.0,13B,POINT (55 25)
1759,1910,NAKHLAT JABAL ALI,Damascus Road 1 2,25.0,55.0,13B,POINT (55 25)
1765,2149,NAKHLAT JABAL ALI,Damascus Road 2 1,25.0,55.0,17,POINT (55 25)
1770,2166,NAKHLAT JABAL ALI,Damascus Road 2 2,25.0,55.0,17,POINT (55 25)
1774,2148,NAKHLAT JABAL ALI,Damascus Road 3 1,25.0,55.0,13B,POINT (55 25)
1781,2167,NAKHLAT JABAL ALI,Damascus Road 3 2,25.0,55.0,13B,POINT (55 25)
1787,2147,NAKHLAT JABAL ALI,Damascus Road 4 1,25.0,55.0,43,POINT (55 25)
1791,2168,NAKHLAT JABAL ALI,Damascus Road 4 2,25.0,55.0,43,POINT (55 25)
1794,3573,NAKHLAT JABAL ALI,Danube Metro Station Landside,25.0,55.0,56,POINT (55 25)
1799,4950,NAKHLAT JABAL ALI,Danube Metro Station Seaside,25.0,55.0,F54,POINT (55 25)
1801,2798,NAKHLAT JABAL ALI,Danways Emarat 1,25.0,55.0,21,POINT (55 25)
1803,2733,NAKHLAT JABAL ALI,Danways Emarat 2,25.0,55.0,21,POINT (55 25)
1806,3374,NAKHLAT JABAL ALI,Deira City Center Bus Station 1,25.0,55.0,22,POINT (55 25)
1807,4025,NAKHLAT JABAL ALI,Deira City Center Bus Station B,25.0,55.0,E307,POINT (55 25)
1808,5013,NAKHLAT JABAL ALI,Deira City Center Bus Station C,25.0,55.0,88,POINT (55 25)
1809,5035,NAKHLAT JABAL ALI,Deira City Center Bus Station D,25.0,55.0,C15,POINT (55 25)
1810,1734,NAKHLAT JABAL ALI,"Deira, Beniyas Road 1",25.0,55.0,5,POINT (55 25)
1814,4222,NAKHLAT JABAL ALI,"Deira, Beniyas Road 2",25.0,55.0,C09,POINT (55 25)
1815,1679,NAKHLAT JABAL ALI,"Deira, Beniyas Square 1",25.0,55.0,53,POINT (55 25)
1820,3216,NAKHLAT JABAL ALI,"Deira, Beniyas Square 2",25.0,55.0,53,POINT (55 25)
1824,1737,NAKHLAT JABAL ALI,"Deira, Old Souq 1",25.0,55.0,5,POINT (55 25)
1827,1676,NAKHLAT JABAL ALI,"Deira, Old Souq 2",25.0,55.0,C09,POINT (55 25)
1830,1678,NAKHLAT JABAL ALI,"Deira, Post Office",25.0,55.0,C28,POINT (55 25)
1831,1732,NAKHLAT JABAL ALI,"Deira, Taxi Station 1",25.0,55.0,5,POINT (55 25)
1834,4208,NAKHLAT JABAL ALI,"Deira,Fish Roundabout 2",25.0,55.0,10,POINT (55 25)
1851,2439,NAKHLAT JABAL ALI,Department of Health 1,25.0,55.0,21,POINT (55 25)
1859,2424,NAKHLAT JABAL ALI,Department of Health 2,25.0,55.0,10,POINT (55 25)
1862,2255,NAKHLAT JABAL ALI,Department of Ports & Customs 1,25.0,55.0,12,POINT (55 25)
1869,2253,NAKHLAT JABAL ALI,Department of Ports & Customs 2,25.0,55.0,12,POINT (55 25)
1878,4744,NAKHLAT JABAL ALI,Desert Group Building 4,25.0,55.0,F21,POINT (55 25)
1879,2471,NAKHLAT JABAL ALI,DEWA Al Wasl Customer Happiness Center 2,25.0,55.0,14,POINT (55 25)
1880,2215,NAKHLAT JABAL ALI,DEWA Main Office,25.0,55.0,32C,POINT (55 25)
1883,3038,NAKHLAT JABAL ALI,"DEWA Office, Al Awir",25.0,55.0,11A,POINT (55 25)
1885,2260,NAKHLAT JABAL ALI,"Dhiyafa, Road 1",25.0,55.0,C10,POINT (55 25)
1890,2248,NAKHLAT JABAL ALI,"Dhiyafa, Road 2",25.0,55.0,C10,POINT (55 25)
1895,3302,NAKHLAT JABAL ALI,"DIFC, Gate Village",25.0,55.0,27,POINT (55 25)
1905,1971,NAKHLAT JABAL ALI,DIP Metro Station 1,25.0,55.0,F46,POINT (55 25)
1909,1981,NAKHLAT JABAL ALI,DIP Metro Station 2,25.0,55.0,F46,POINT (55 25)
1932,1953,NAKHLAT JABAL ALI,Discovery Garden 1,25.0,55.0,F43,POINT (55 25)
1933,3271,NAKHLAT JABAL ALI,Discovery Garden 10,25.0,55.0,F43,POINT (55 25)
1935,4122,NAKHLAT JABAL ALI,Discovery Garden 12 1,25.0,55.0,F43,POINT (55 25)
1937,3114,NAKHLAT JABAL ALI,Discovery Garden 12 2,25.0,55.0,F45,POINT (55 25)
1938,1962,NAKHLAT JABAL ALI,Discovery Garden 13,25.0,55.0,F43,POINT (55 25)
1941,1963,NAKHLAT JABAL ALI,Discovery Garden 14,25.0,55.0,F43,POINT (55 25)
1943,2755,NAKHLAT JABAL ALI,Discovery Garden 14 2,25.0,55.0,F46,POINT (55 25)
1944,4123,NAKHLAT JABAL ALI,Discovery Garden 16,25.0,55.0,F43,POINT (55 25)
1946,2636,NAKHLAT JABAL ALI,Discovery Garden 16 2,25.0,55.0,F46,POINT (55 25)
1947,1954,NAKHLAT JABAL ALI,Discovery Garden 2,25.0,55.0,F43,POINT (55 25)
1948,1955,NAKHLAT JABAL ALI,Discovery Garden 3,25.0,55.0,F43,POINT (55 25)
1949,1956,NAKHLAT JABAL ALI,Discovery Garden 4,25.0,55.0,F43,POINT (55 25)
1950,1957,NAKHLAT JABAL ALI,Discovery Garden 5,25.0,55.0,F43,POINT (55 25)
1952,4120,NAKHLAT JABAL ALI,Discovery Garden 6,25.0,55.0,F43,POINT (55 25)
1953,1958,NAKHLAT JABAL ALI,Discovery Garden 7,25.0,55.0,F43,POINT (55 25)
1954,1959,NAKHLAT JABAL ALI,Discovery Garden 8,25.0,55.0,F43,POINT (55 25)
1955,1960,NAKHLAT JABAL ALI,Discovery Garden 9,25.0,55.0,F43,POINT (55 25)
1956,5100,NAKHLAT JABAL ALI,Discovery Garden Metro Station 1,25.0,55.0,F43,POINT (55 25)
1958,3076,NAKHLAT JABAL ALI,Discovery Garden Metro Station 2,25.0,55.0,F45,POINT (55 25)
1959,2591,NAKHLAT JABAL ALI,DMCC Metro Station Landside,25.0,55.0,JLT2,POINT (55 25)
1960,3650,NAKHLAT JABAL ALI,DMCC Metro Station Seaside,25.0,55.0,S15,POINT (55 25)
1961,2119,NAKHLAT JABAL ALI,Dnata 1,25.0,55.0,11A,POINT (55 25)
1973,2126,NAKHLAT JABAL ALI,Dnata 2,25.0,55.0,11A,POINT (55 25)
1984,5146,NAKHLAT JABAL ALI,Donya Cinema,25.0,55.0,F54,POINT (55 25)
1985,3758,NAKHLAT JABAL ALI,Downtown Mirdiff Gate 1,25.0,55.0,367,POINT (55 25)
1987,3915,NAKHLAT JABAL ALI,Downtown Mirdiff Gate 1 2,25.0,55.0,367,POINT (55 25)
1990,3759,NAKHLAT JABAL ALI,Downtown Mirdiff Gate 2,25.0,55.0,367,POINT (55 25)
1992,3914,NAKHLAT JABAL ALI,Downtown Mirdiff Gate 2 2,25.0,55.0,367,POINT (55 25)
1995,2824,NAKHLAT JABAL ALI,Dubai Abattoir 1,25.0,55.0,17,POINT (55 25)
1996,2843,NAKHLAT JABAL ALI,Dubai Abattoir 2,25.0,55.0,17,POINT (55 25)
1997,3288,NAKHLAT JABAL ALI,Dubai Academic City 1 1,25.0,55.0,320,POINT (55 25)
1999,3265,NAKHLAT JABAL ALI,Dubai Academic City 1 2,25.0,55.0,320,POINT (55 25)
2001,3289,NAKHLAT JABAL ALI,Dubai Academic City 2 1,25.0,55.0,320,POINT (55 25)
2005,3264,NAKHLAT JABAL ALI,Dubai Academic City 2 2,25.0,55.0,320,POINT (55 25)
2008,3290,NAKHLAT JABAL ALI,Dubai Academic City 3,25.0,55.0,367,POINT (55 25)
2011,4186,NAKHLAT JABAL ALI,Dubai Airport Free Zone Metro Station 1,25.0,55.0,13,POINT (55 25)
2015,4214,NAKHLAT JABAL ALI,Dubai Airport Free Zone Metro Station 2,25.0,55.0,13,POINT (55 25)
2023,3110,NAKHLAT JABAL ALI,Dubai American Academy 1,25.0,55.0,84,POINT (55 25)
2030,3189,NAKHLAT JABAL ALI,Dubai American Academy 2,25.0,55.0,84,POINT (55 25)
2037,1566,NAKHLAT JABAL ALI,Dubai Birds and Pets Market,25.0,55.0,20,POINT (55 25)
2038,1561,NAKHLAT JABAL ALI,Dubai Birds and Pets Market 2,25.0,55.0,20,POINT (55 25)
2039,2511,NAKHLAT JABAL ALI,Dubai Canal Marine Transport Station 1,25.0,55.0,FR1,POINT (55 25)
2040,2103,NAKHLAT JABAL ALI,Dubai Carmel School 1,25.0,55.0,13D,POINT (55 25)
2047,2008,NAKHLAT JABAL ALI,Dubai Carmel School 2,25.0,55.0,13D,POINT (55 25)
2051,2213,NAKHLAT JABAL ALI,Dubai Civil Aviation College 1,25.0,55.0,32C,POINT (55 25)
2052,2203,NAKHLAT JABAL ALI,Dubai Civil Aviation College 2,25.0,55.0,32C,POINT (55 25)
2053,2545,NAKHLAT JABAL ALI,Dubai College 1,25.0,55.0,8,POINT (55 25)
2056,2492,NAKHLAT JABAL ALI,Dubai College 2,25.0,55.0,8,POINT (55 25)
2069,2869,NAKHLAT JABAL ALI,Dubai Country Club,25.0,55.0,55,POINT (55 25)
2073,2161,NAKHLAT JABAL ALI,Dubai Courts 1,25.0,55.0,10,POINT (55 25)
2079,4465,NAKHLAT JABAL ALI,Dubai Cultural Sports Club 1,25.0,55.0,E16,POINT (55 25)
2080,3659,NAKHLAT JABAL ALI,Dubai Cultural Sports Club 2,25.0,55.0,E16,POINT (55 25)
2081,5205,NAKHLAT JABAL ALI,Dubai Design District 1,25.0,55.0,D03,POINT (55 25)
2083,3085,NAKHLAT JABAL ALI,Dubai Dry Docks 1,25.0,55.0,C09,POINT (55 25)
2084,3079,NAKHLAT JABAL ALI,Dubai Dry Docks 2,25.0,55.0,C09,POINT (55 25)
2085,1838,NAKHLAT JABAL ALI,Dubai Evangelical Church Center,25.0,55.0,F44,POINT (55 25)
2086,2079,NAKHLAT JABAL ALI,Dubai Festival City,25.0,55.0,32C,POINT (55 25)
2088,1600,NAKHLAT JABAL ALI,Dubai Festival City Marine Transport Sta,25.0,55.0,BM2,POINT (55 25)
2090,3744,NAKHLAT JABAL ALI,"Dubai Festival City, Festival Centre 1",25.0,55.0,24,POINT (55 25)
2095,3747,NAKHLAT JABAL ALI,"Dubai Festival City, IKEA1",25.0,55.0,24,POINT (55 25)
2100,3746,NAKHLAT JABAL ALI,"Dubai Festival City, Marks & Spencer 1",25.0,55.0,24,POINT (55 25)
2105,4715,NAKHLAT JABAL ALI,"Dubai Festival City, Marks & Spencer 2",25.0,55.0,24,POINT (55 25)
2110,2595,NAKHLAT JABAL ALI,Dubai Folklore Theatre 1,25.0,55.0,17,POINT (55 25)
2112,4209,NAKHLAT JABAL ALI,Dubai Folklore Theatre 2,25.0,55.0,17,POINT (55 25)
2115,4913,NAKHLAT JABAL ALI,Dubai Fountain St.1,25.0,55.0,50,POINT (55 25)
2118,1901,NAKHLAT JABAL ALI,Dubai Fountain St.2,25.0,55.0,50,POINT (55 25)
2120,2723,NAKHLAT JABAL ALI,Dubai Frame,25.0,55.0,F09,POINT (55 25)
2121,1909,NAKHLAT JABAL ALI,Dubai Grand Hotel 1,25.0,55.0,13B,POINT (55 25)
2127,2068,NAKHLAT JABAL ALI,Dubai Grand Hotel 2,25.0,55.0,13B,POINT (55 25)
2134,4226,NAKHLAT JABAL ALI,Dubai Healthcare City Metro station A1,25.0,55.0,6,POINT (55 25)
2135,4227,NAKHLAT JABAL ALI,Dubai Healthcare City Metro station A2,25.0,55.0,6,POINT (55 25)
2136,2822,NAKHLAT JABAL ALI,Dubai Hospital 1,25.0,55.0,E306,POINT (55 25)
2137,4211,NAKHLAT JABAL ALI,Dubai Hospital 2,25.0,55.0,17,POINT (55 25)
